,x1,x2,Predicted
0,-1.37241170042467,0.6415274917968161,2.6245525625239416
1,-1.26403637804291,1.58153530819729,2.622099616614971
2,-0.6622986518931021,0.302179607939211,1.4770203996458766
3,-0.344314738495671,2.48136551034019,2.2264377308575014
4,0.463254260580582,1.9239732594795,2.4047090460589367
5,-0.5812607656144649,2.34887351987045,2.7998656075145796
6,-0.798126094797973,0.7271701011249558,1.9532672749103275
7,-3.82915769102188,0.41703983064481,2.2604800239949228
8,-0.888441337144372,0.3935792412243111,1.8540375149723294
9,0.856076106626945,1.3828540434222298,3.5548303880883587
10,0.138998972991825,0.7734722503961059,1.0660026239989937
11,-1.6827935429618301,3.0594618537854905,3.2415851917674328
12,-0.928277017192234,5.64083646433527,5.879120369246932
13,0.326943268210202,4.0031612349681005,3.1484514784826443
14,-0.44552542657027505,0.966283291458212,1.4420300856239654
15,-1.1802904342181002,0.984694718993915,2.547491340611085
16,-0.265994592001013,1.5380335491948602,1.4024989609872553
17,-0.419384282619642,0.7456100538427329,1.2743106736769467
18,-1.46260154322887,1.36960467522638,3.1625343084054514
19,-0.37964750101273,1.7189959587029902,1.6347171912386746
20,-0.634524437229412,1.2964946610968602,1.801132880841745
21,0.35043644738637897,2.30018291674124,2.411276149589309
22,-0.83509299062477,0.9983169710596659,2.0539167668088076
23,-0.7453482220070171,0.662230507332953,1.8395883158721025
24,-2.0738068287381397,2.60307058087994,4.960996645574136
25,-0.611584351003064,1.1676886993120401,1.7546329777983336
26,-2.2295295563883397,1.94595521904373,4.837269722377597
27,1.3556178262629,1.8163236441432398,4.915834984763162
28,0.4276869801953279,0.193377642398975,1.242678514705627
29,0.592917948526313,0.35834773833200895,1.8214002792715254
30,-0.5319496439932271,2.4802127693409504,2.695166493377446
31,-1.7928272087027801,3.86878679442454,5.894852280061024
32,0.613008788778102,0.7154794756792701,2.2863449285809985
33,-0.373634720368669,1.0120965732644,1.3564673450196627
34,-0.783841880325177,1.5729371305424198,2.0704540883168043
35,-0.789036314889831,0.7722390690209999,1.9545930173928772
36,-1.37901499202191,0.947883818604496,2.9044125441490642
37,0.23886029946007103,1.21277615589926,1.6425249561938207
38,0.0945163773993157,1.39592942678006,1.4151030285378814
39,0.0398092221083604,1.50841879341677,1.3539820442193748
40,0.461789384527651,1.12008021905484,2.224519075031534
41,2.06450889686821,0.570051887701786,5.53323053021688
42,0.695379918018827,1.00546650015204,2.888705260744981
43,-0.16033571225689403,1.04840709177177,1.165592038112205
44,-1.7463631878130002,1.20716936472821,4.032425680457617
45,0.44514856831124,2.8482723589207204,2.734754844846
46,-1.32731120910821,1.4445551038528501,2.7583313791006923
47,-0.7578435982510501,2.80931770240287,2.7393900927430064
48,1.37098939823097,1.3875110363136298,4.78074947847939
49,-0.27079534139547,0.786415367126667,1.0641185110270006
50,0.686904889226904,3.43048696201613,3.6749060923601142
51,1.05191982097915,1.1406668145196102,3.9600730535305466
52,-0.942898665744027,3.0130833022190298,2.545684397565865
53,0.728431617810345,1.1180121513483,3.083159885013057
54,-0.39963745029433206,3.2927310101095997,1.9080334021845904
55,-1.47954642848619,2.40121804794005,3.3041669681553802
56,0.544962755087841,0.8191191996847009,2.1985822651628233
57,0.07764344070950299,3.1307188562057,1.6307764725663965
58,0.7084074906542671,1.120874882732,3.0229475002785158
59,-0.2706090254689,3.37745909551773,1.7645926835293924
60,-1.05137593105409,0.7332986462987701,2.3093471281844096
61,-1.7652682073934298,1.8926725384036398,4.024368413677617
62,-0.36748275117224,2.5811977315053,2.2514734016181492
63,-1.11817011515449,0.45174298225244397,2.1411118078312903
64,-0.0937819025317853,0.653251935697097,0.813071594866752
65,0.0816133384121011,1.7130006133375901,1.4036662164042715
66,-0.119435719140812,2.24775191139291,1.734546322872571
67,1.04632975898466,0.541494047488738,3.181577035835229
68,0.7391122164875931,0.27352570321232395,2.1561473174223202
69,-0.32461792970143893,1.6391998916984298,1.505640522465878
70,0.456615073473451,2.04742652691455,2.4864865260663116
71,-0.20222135815301,0.19462802920394603,0.738143934858609
72,0.6846160330868312,1.31938606512857,3.0247600468803135
73,0.0869884687156875,2.27758698786037,1.8047959538980327
74,0.0717756332369081,2.35196389073259,1.8473455524935252
75,0.8519127928601129,0.6227691983885371,2.856218997314837
76,-0.0381269105082624,0.46920596012491494,0.6949040642034523
